"transcript_year","state_name","meeting_type","n"
"2019","Missouri","MUNICIPAL COUNCIL",250
"2019","Missouri","OTHER BOARD",3
"2019","Missouri","PLANNING/ZONING BOARD/COMMISSION",5
"2019","Missouri","SCHOOL BOARD",5
"2019","Montana","MUNICIPAL COUNCIL",34
"2019","Nebraska","COMMITTEE",13
"2019","Nebraska","COUNTY COMMISSION",34
"2019","Nebraska","MUNICIPAL COUNCIL",78
"2019","Nebraska","PLANNING/ZONING BOARD/COMMISSION",12
"2019","Nebraska","SCHOOL BOARD",3
"2019","Nebraska","TOWN BOARD",3
"2019","Nevada","MUNICIPAL COUNCIL",7
"2019","Nevada","OTHER BOARD",1
"2019","Nevada","PLANNING/ZONING BOARD/COMMISSION",1
"2019","New Hampshire","BOARD OF SELECTMEN",114
"2019","New Hampshire","COMMITTEE",6
"2019","New Hampshire","COUNTY COMMISSION",34
"2019","New Hampshire","MUNICIPAL COUNCIL",2
"2019","New Hampshire","PLANNING/ZONING BOARD/COMMISSION",11
"2019","New Hampshire","SCHOOL BOARD",3
"2019","New Hampshire","UNKNOWN",1
"2019","New Jersey","BOARD OF COMMISSIONERS",10
"2019","New Jersey","BOARD OF EDUCATION",14
"2019","New Jersey","BOARD OF TRUSTEES",8
"2019","New Jersey","COMMITTEE",65
"2019","New Jersey","MUNICIPAL COUNCIL",238
"2019","New Jersey","OTHER BOARD",1
"2019","New Jersey","PLANNING/ZONING BOARD/COMMISSION",116
"2019","New Jersey","TOWN BOARD",2
"2019","New Mexico","COUNTY BOARD",11
"2019","New Mexico","MUNICIPAL COUNCIL",21
"2019","New Mexico","OTHER BOARD",3
"2019","New York","BOARD OF COMMISSIONERS",1
"2019","New York","BOARD OF EDUCATION",4
"2019","New York","COMMITTEE",18
"2019","New York","MUNICIPAL COUNCIL",73
"2019","New York","OTHER BOARD",47
"2019","New York","PLANNING/ZONING BOARD/COMMISSION",32
"2019","New York","SCHOOL BOARD",3
"2019","New York","TOWN BOARD",17
"2019","New York","UNKNOWN",1
"2019","New York","VILLAGE BOARD",60
"2019","North Carolina","BOARD OF ALDERMEN",43
"2019","North Carolina","BOARD OF COMMISSIONERS",57
"2019","North Carolina","BOARD OF EDUCATION",11
"2019","North Carolina","BOARD OF HEALTH",1
"2019","North Carolina","BOARD OF SELECTMEN",4
"2019","North Carolina","COMMITTEE",23
"2019","North Carolina","COUNTY BOARD",95
"2019","North Carolina","COUNTY COMMISSION",43
"2019","North Carolina","MUNICIPAL COUNCIL",285
"2019","North Carolina","OTHER BOARD",3
"2019","North Carolina","PARKS/REC BOARD/COMMISSION",6
"2019","North Carolina","PLANNING/ZONING BOARD/COMMISSION",27
"2019","North Carolina","TOWN BOARD",1
"2019","North Carolina","UNKNOWN",1
"2019","North Carolina","VILLAGE BOARD",1
"2019","Ohio","BOARD OF EDUCATION",33
"2019","Ohio","BOARD OF TRUSTEES",2
"2019","Ohio","COMMITTEE",89
"2019","Ohio","COUNTY COMMISSION",60
"2019","Ohio","MUNICIPAL COUNCIL",438
"2019","Ohio","OTHER BOARD",9
"2019","Ohio","PARKS/REC BOARD/COMMISSION",11
"2019","Ohio","PLANNING/ZONING BOARD/COMMISSION",6
"2019","Ohio","SCHOOL BOARD",8
"2019","Ohio","TOWN BOARD",9
"2019","Ohio","UNKNOWN",1
"2019","Oklahoma","BOARD OF COMMISSIONERS",4
"2019","Oklahoma","BOARD OF EDUCATION",10
"2019","Oklahoma","COMMITTEE",2
"2019","Oklahoma","COUNTY BOARD",46
"2019","Oklahoma","COUNTY COMMISSION",29
"2019","Oklahoma","MUNICIPAL COUNCIL",206
"2019","Oklahoma","OTHER BOARD",9
"2019","Oklahoma","PLANNING/ZONING BOARD/COMMISSION",2
"2019","Oklahoma","SCHOOL BOARD",10
"2019","Oklahoma","TOWN BOARD",1
"2019","Oklahoma","UNKNOWN",2
"2019","Oregon","BOARD OF HEALTH",4
"2019","Oregon","BOARD OF SELECTMEN",1
"2019","Oregon","COMMITTEE",22
"2019","Oregon","COUNTY BOARD",24
"2019","Oregon","COUNTY COMMISSION",33
"2019","Oregon","DEVELOPMENT CORPORATION",5
"2019","Oregon","MUNICIPAL COUNCIL",261
"2019","Oregon","OTHER BOARD",23
"2019","Oregon","PLANNING/ZONING BOARD/COMMISSION",5
"2019","Oregon","SCHOOL BOARD",21
"2019","Oregon","UNKNOWN",5
"2019","Pennsylvania","BOARD OF COMMISSIONERS",1
"2019","Pennsylvania","COMMITTEE",16
"2019","Pennsylvania","COUNTY COMMISSION",11
"2019","Pennsylvania","MUNICIPAL COUNCIL",92
"2019","Pennsylvania","SCHOOL BOARD",20
"2019","Rhode Island","COMMITTEE",1
"2019","Rhode Island","MUNICIPAL COUNCIL",12
"2019","South Carolina","BOARD OF TRUSTEES",3
"2019","South Carolina","COUNTY COUNCIL",2
"2019","South Carolina","MUNICIPAL COUNCIL",106
"2019","South Carolina","OTHER BOARD",1
"2019","South Carolina","PLANNING/ZONING BOARD/COMMISSION",6
"2019","South Dakota","BOARD OF TRUSTEES",1
"2019","South Dakota","COMMITTEE",5
"2019","South Dakota","COUNTY BOARD",29
"2019","South Dakota","MUNICIPAL COUNCIL",621
"2019","South Dakota","OTHER BOARD",1
"2019","South Dakota","PARKS/REC BOARD/COMMISSION",15
"2019","South Dakota","PLANNING/ZONING BOARD/COMMISSION",19
"2019","South Dakota","SCHOOL BOARD",42
"2019","Tennessee","BOARD OF ALDERMEN",13
"2019","Tennessee","BOARD OF COMMISSIONERS",25
"2019","Tennessee","BOARD OF EDUCATION",9
"2019","Tennessee","BOARD OF HEALTH",4
"2019","Tennessee","COMMITTEE",78
"2019","Tennessee","COUNTY BOARD",3
"2019","Tennessee","COUNTY COMMISSION",11
"2019","Tennessee","MUNICIPAL COUNCIL",202
"2019","Tennessee","OTHER BOARD",28
"2019","Tennessee","PLANNING/ZONING BOARD/COMMISSION",9
"2019","Tennessee","SCHOOL BOARD",18
"2019","Tennessee","UNKNOWN",5
"2019","Texas","BOARD OF ALDERMEN",1
"2019","Texas","BOARD OF COMMISSIONERS",2
"2019","Texas","BOARD OF EDUCATION",10
"2019","Texas","BOARD OF HEALTH",1
"2019","Texas","BOARD OF SELECTMEN",1
"2019","Texas","COMMITTEE",64
"2019","Texas","COUNTY COMMISSION",17
"2019","Texas","MUNICIPAL COUNCIL",319
"2019","Texas","OTHER BOARD",57
"2019","Texas","PARKS/REC BOARD/COMMISSION",5
"2019","Texas","PLANNING/ZONING BOARD/COMMISSION",32
"2019","Texas","SCHOOL BOARD",22
"2019","Texas","UNKNOWN",7
"2019","Texas","VILLAGE BOARD",3
"2019","Utah","COMMITTEE",4
"2019","Utah","MUNICIPAL COUNCIL",262
"2019","Utah","OTHER BOARD",1
"2019","Utah","PLANNING/ZONING BOARD/COMMISSION",4
"2019","Vermont","BOARD OF COMMISSIONERS",2
"2019","Vermont","BOARD OF HEALTH",2
"2019","Vermont","BOARD OF SELECTMEN",11
"2019","Vermont","BOARD OF TRUSTEES",1
"2019","Vermont","MUNICIPAL COUNCIL",9
"2019","Vermont","PLANNING/ZONING BOARD/COMMISSION",1
"2019","Vermont","SCHOOL BOARD",41
"2019","Vermont","UNKNOWN",4
"2019","Virginia","BOARD OF SUPERVISORS",20
"2019","Virginia","COMMITTEE",1
"2019","Virginia","COUNTY BOARD",47
"2019","Virginia","MUNICIPAL COUNCIL",85
"2019","Virginia","OTHER BOARD",10
"2019","Virginia","PLANNING/ZONING BOARD/COMMISSION",7
"2019","Virginia","SCHOOL BOARD",25
"2019","Washington","BOARD OF COMMISSIONERS",2
"2019","Washington","MUNICIPAL COUNCIL",286
"2019","Washington","OTHER BOARD",5
"2019","Washington","PARKS/REC BOARD/COMMISSION",5
"2019","Washington","PLANNING/ZONING BOARD/COMMISSION",5
"2019","West Virginia","COMMITTEE",3
"2019","West Virginia","MUNICIPAL COUNCIL",24
"2019","Wisconsin","BOARD OF COMMISSIONERS",4
"2019","Wisconsin","BOARD OF HEALTH",1
"2019","Wisconsin","COMMITTEE",6
"2019","Wisconsin","COUNTY BOARD",20
"2019","Wisconsin","COUNTY COMMISSION",1
"2019","Wisconsin","MUNICIPAL COUNCIL",134
"2019","Wisconsin","OTHER BOARD",35
"2019","Wisconsin","PARKS/REC BOARD/COMMISSION",1
"2019","Wisconsin","PLANNING/ZONING BOARD/COMMISSION",10
"2019","Wisconsin","SCHOOL BOARD",58
"2019","Wisconsin","TOWN BOARD",3
"2019","Wisconsin","UNKNOWN",3
"2019","Wisconsin","VILLAGE BOARD",9
"2019","Wyoming","MUNICIPAL COUNCIL",48
"2020","Alabama","COMMITTEE",35
"2020","Alabama","COUNTY BOARD",7
"2020","Alabama","COUNTY COMMISSION",14
"2020","Alabama","HOUSING AUTHORITY",2
"2020","Alabama","MUNICIPAL COUNCIL",373
"2020","Alabama","OTHER BOARD",3
"2020","Alabama","PLANNING/ZONING BOARD/COMMISSION",15
"2020","Alabama","SCHOOL BOARD",1
"2020","Alabama","UNKNOWN",2
"2020","Arizona","BOARD OF COMMISSIONERS",5
"2020","Arizona","BOARD OF EDUCATION",1
"2020","Arizona","BOARD OF SELECTMEN",1
"2020","Arizona","BOARD OF TRUSTEES",1
"2020","Arizona","COMMITTEE",3
"2020","Arizona","MUNICIPAL COUNCIL",198
"2020","Arizona","OTHER BOARD",2
"2020","Arizona","PARKS/REC BOARD/COMMISSION",1
"2020","Arizona","PLANNING/ZONING BOARD/COMMISSION",16
"2020","Arizona","SCHOOL BOARD",6
"2020","Arizona","UNKNOWN",5
"2020","Arkansas","COMMITTEE",15
"2020","Arkansas","MUNICIPAL COUNCIL",38
"2020","Arkansas","OTHER BOARD",8
"2020","Arkansas","PLANNING/ZONING BOARD/COMMISSION",5
"2020","Arkansas","UNKNOWN",3
"2020","California","BOARD OF EDUCATION",2
"2020","California","BOARD OF HEALTH",6
"2020","California","BOARD OF SUPERVISORS",1
"2020","California","COMMITTEE",103
"2020","California","COUNTY BOARD",20
"2020","California","COUNTY COMMISSION",3
"2020","California","MUNICIPAL COUNCIL",1470
"2020","California","OTHER BOARD",247
"2020","California","PARKS/REC BOARD/COMMISSION",11
"2020","California","PLANNING/ZONING BOARD/COMMISSION",30
"2020","California","SCHOOL BOARD",93
"2020","California","SPECIAL COMMISSION",6
"2020","California","UNKNOWN",31
"2020","Colorado","BOARD OF TRUSTEES",20
"2020","Colorado","COUNTY COMMISSION",7
"2020","Colorado","MUNICIPAL COUNCIL",110
"2020","Colorado","OTHER BOARD",1
"2020","Colorado","PLANNING/ZONING BOARD/COMMISSION",3
"2020","Colorado","UNKNOWN",2
"2020","Connecticut","BOARD OF EDUCATION",4
"2020","Connecticut","COMMITTEE",5
"2020","Connecticut","MUNICIPAL COUNCIL",49
"2020","Connecticut","OTHER BOARD",6
"2020","Florida","MUNICIPAL COUNCIL",67
"2020","Florida","OTHER BOARD",2
"2020","Florida","PLANNING/ZONING BOARD/COMMISSION",6
"2020","Florida","UNKNOWN",1
"2020","Georgia","BOARD OF COMMISSIONERS",2
"2020","Georgia","BOARD OF EDUCATION",26
"2020","Georgia","COUNTY BOARD",7
"2020","Georgia","COUNTY COMMISSION",1
"2020","Georgia","MUNICIPAL COUNCIL",67
"2020","Georgia","PLANNING/ZONING BOARD/COMMISSION",6
"2020","Idaho","BOARD OF COMMISSIONERS",111
"2020","Idaho","BOARD OF HEALTH",1
"2020","Idaho","COMMITTEE",2
"2020","Idaho","COUNTY BOARD",1
"2020","Idaho","COUNTY COMMISSION",24
"2020","Idaho","MUNICIPAL COUNCIL",69
"2020","Idaho","OTHER BOARD",1
"2020","Idaho","PARKS/REC BOARD/COMMISSION",1
"2020","Idaho","PLANNING/ZONING BOARD/COMMISSION",2
"2020","Idaho","UNKNOWN",1
"2020","Illinois","BOARD OF EDUCATION",2
"2020","Illinois","BOARD OF HEALTH",3
"2020","Illinois","BOARD OF TRUSTEES",1
"2020","Illinois","COMMITTEE",135
"2020","Illinois","COUNTY BOARD",1
"2020","Illinois","MUNICIPAL COUNCIL",263
"2020","Illinois","OTHER BOARD",19
"2020","Illinois","PLANNING/ZONING BOARD/COMMISSION",24
"2020","Illinois","SCHOOL BOARD",2
"2020","Illinois","UNKNOWN",9
"2020","Illinois","VILLAGE BOARD",152
"2020","Indiana","BOARD OF COMMISSIONERS",1
"2020","Indiana","COUNTY COMMISSION",21
"2020","Indiana","MUNICIPAL COUNCIL",28
"2020","Indiana","OTHER BOARD",24
"2020","Iowa","COMMITTEE",37
"2020","Iowa","MUNICIPAL COUNCIL",134
"2020","Iowa","PLANNING/ZONING BOARD/COMMISSION",6
"2020","Iowa","UNKNOWN",12
"2020","Kansas","MUNICIPAL COUNCIL",45
"2020","Kentucky","MUNICIPAL COUNCIL",22
"2020","Kentucky","SCHOOL BOARD",5
"2020","Louisiana","MUNICIPAL COUNCIL",1
"2020","Maine","BOARD OF SELECTMEN",2
"2020","Maine","COMMITTEE",24
"2020","Maine","MUNICIPAL COUNCIL",70
"2020","Maine","OTHER BOARD",4
"2020","Maine","PLANNING/ZONING BOARD/COMMISSION",8
"2020","Maine","SCHOOL BOARD",11
"2020","Maine","UNKNOWN",2
"2020","Maryland","BOARD OF COMMISSIONERS",6
"2020","Massachusetts","BOARD OF COMMISSIONERS",35
"2020","Massachusetts","BOARD OF HEALTH",61
"2020","Massachusetts","BOARD OF SELECTMEN",148
"2020","Massachusetts","COMMITTEE",281
"2020","Massachusetts","COUNTY COMMISSION",1
"2020","Massachusetts","MUNICIPAL COUNCIL",94
"2020","Massachusetts","OTHER BOARD",6
"2020","Massachusetts","PLANNING/ZONING BOARD/COMMISSION",68
"2020","Massachusetts","SCHOOL BOARD",88
"2020","Massachusetts","UNKNOWN",5
"2020","Michigan","BOARD OF COMMISSIONERS",6
"2020","Michigan","BOARD OF EDUCATION",3
"2020","Michigan","BOARD OF TRUSTEES",20
"2020","Michigan","COMMITTEE",22
"2020","Michigan","COUNTY BOARD",3
"2020","Michigan","MUNICIPAL COUNCIL",497
"2020","Michigan","OTHER BOARD",32
"2020","Michigan","PLANNING/ZONING BOARD/COMMISSION",12
"2020","Michigan","SCHOOL BOARD",10
"2020","Michigan","TOWN BOARD",14
"2020","Michigan","UNKNOWN",17
"2020","Minnesota","BOARD OF COMMISSIONERS",18
"2020","Minnesota","BOARD OF HEALTH",6
"2020","Minnesota","COMMITTEE",82
"2020","Minnesota","HOUSING AUTHORITY",6
"2020","Minnesota","MUNICIPAL COUNCIL",420
"2020","Minnesota","OTHER BOARD",13
"2020","Minnesota","PARKS/REC BOARD/COMMISSION",4
"2020","Minnesota","PLANNING/ZONING BOARD/COMMISSION",27
"2020","Minnesota","SCHOOL BOARD",49
"2020","Minnesota","SPECIAL COMMISSION",12
"2020","Minnesota","UNKNOWN",1
"2020","Mississippi","BOARD OF ALDERMEN",47
"2020","Mississippi","COUNTY BOARD",1
"2020","Mississippi","COUNTY COMMISSION",1
"2020","Mississippi","MUNICIPAL COUNCIL",82
"2020","Mississippi","OTHER BOARD",1
"2020","Missouri","BOARD OF ALDERMEN",143
"2020","Missouri","BOARD OF COMMISSIONERS",3
"2020","Missouri","BOARD OF EDUCATION",13
"2020","Missouri","BOARD OF HEALTH",1
"2020","Missouri","BOARD OF SELECTMEN",2
"2020","Missouri","COMMITTEE",70
"2020","Missouri","COUNTY BOARD",2
"2020","Missouri","COUNTY COMMISSION",1
"2020","Missouri","MUNICIPAL COUNCIL",282
"2020","Missouri","OTHER BOARD",22
"2020","Missouri","PLANNING/ZONING BOARD/COMMISSION",7
"2020","Missouri","SCHOOL BOARD",15
"2020","Missouri","UNKNOWN",1
"2020","Montana","MUNICIPAL COUNCIL",10
"2020","Nebraska","BOARD OF HEALTH",1
"2020","Nebraska","COMMITTEE",9
"2020","Nebraska","COUNTY BOARD",6
"2020","Nebraska","COUNTY COMMISSION",23
"2020","Nebraska","MUNICIPAL COUNCIL",95
"2020","Nebraska","PLANNING/ZONING BOARD/COMMISSION",7
"2020","Nevada","COUNTY COMMISSION",9
"2020","Nevada","MUNICIPAL COUNCIL",21
"2020","New Hampshire","BOARD OF SELECTMEN",106
"2020","New Hampshire","COMMITTEE",12
"2020","New Hampshire","PLANNING/ZONING BOARD/COMMISSION",19
"2020","New Hampshire","SCHOOL BOARD",6
"2020","New Jersey","BOARD OF COMMISSIONERS",6
"2020","New Jersey","BOARD OF EDUCATION",23
"2020","New Jersey","BOARD OF HEALTH",2
"2020","New Jersey","BOARD OF TRUSTEES",8
"2020","New Jersey","COMMITTEE",62
"2020","New Jersey","COUNTY BOARD",8
"2020","New Jersey","HOUSING AUTHORITY",3
"2020","New Jersey","MUNICIPAL COUNCIL",314
"2020","New Jersey","OTHER BOARD",25
"2020","New Jersey","PLANNING/ZONING BOARD/COMMISSION",194
"2020","New Jersey","SCHOOL BOARD",3
"2020","New Jersey","UNKNOWN",1
"2020","New Mexico","COMMITTEE",37
"2020","New Mexico","MUNICIPAL COUNCIL",33
"2020","New Mexico","OTHER BOARD",5
"2020","New Mexico","PLANNING/ZONING BOARD/COMMISSION",1
"2020","New Mexico","UNKNOWN",1
"2020","New York","BOARD OF EDUCATION",7
"2020","New York","BOARD OF HEALTH",1
"2020","New York","COMMITTEE",10
"2020","New York","MUNICIPAL COUNCIL",75
"2020","New York","OTHER BOARD",48
"2020","New York","PARKS/REC BOARD/COMMISSION",2
"2020","New York","PLANNING/ZONING BOARD/COMMISSION",52
"2020","New York","SCHOOL BOARD",2
"2020","New York","TOWN BOARD",38
"2020","New York","UNKNOWN",2
"2020","New York","VILLAGE BOARD",51
"2020","North Carolina","BOARD OF ALDERMEN",46
"2020","North Carolina","BOARD OF COMMISSIONERS",50
"2020","North Carolina","BOARD OF EDUCATION",3
"2020","North Carolina","BOARD OF HEALTH",2
"2020","North Carolina","BOARD OF SELECTMEN",1
"2020","North Carolina","COMMITTEE",47
"2020","North Carolina","COUNTY BOARD",141
"2020","North Carolina","COUNTY COMMISSION",53
"2020","North Carolina","MUNICIPAL COUNCIL",442
"2020","North Carolina","OTHER BOARD",11
"2020","North Carolina","PARKS/REC BOARD/COMMISSION",6
"2020","North Carolina","PLANNING/ZONING BOARD/COMMISSION",48
"2020","North Carolina","SCHOOL BOARD",1
"2020","North Carolina","UNKNOWN",3
"2020","Ohio","BOARD OF EDUCATION",45
"2020","Ohio","BOARD OF HEALTH",4
"2020","Ohio","BOARD OF SELECTMEN",1
"2020","Ohio","COMMITTEE",65
"2020","Ohio","COUNTY BOARD",3
"2020","Ohio","COUNTY COMMISSION",43
"2020","Ohio","MUNICIPAL COUNCIL",465
"2020","Ohio","OTHER BOARD",35
"2020","Ohio","PARKS/REC BOARD/COMMISSION",7
"2020","Ohio","PLANNING/ZONING BOARD/COMMISSION",10
"2020","Ohio","SCHOOL BOARD",8
"2020","Ohio","TOWN BOARD",12
"2020","Ohio","UNKNOWN",4
"2020","Oklahoma","BOARD OF COMMISSIONERS",43
"2020","Oklahoma","BOARD OF EDUCATION",27
"2020","Oklahoma","BOARD OF TRUSTEES",1
"2020","Oklahoma","COMMITTEE",27
"2020","Oklahoma","COUNTY BOARD",34
"2020","Oklahoma","COUNTY COMMISSION",47
"2020","Oklahoma","MUNICIPAL COUNCIL",197
"2020","Oklahoma","OTHER BOARD",28
"2020","Oklahoma","PARKS/REC BOARD/COMMISSION",1
"2020","Oklahoma","PLANNING/ZONING BOARD/COMMISSION",14
"2020","Oklahoma","SCHOOL BOARD",28
"2020","Oklahoma","UNKNOWN",4
"2020","Oregon","BOARD OF HEALTH",9
"2020","Oregon","COMMITTEE",43
"2020","Oregon","COUNTY BOARD",2
"2020","Oregon","COUNTY COMMISSION",68
"2020","Oregon","DEVELOPMENT CORPORATION",14
"2020","Oregon","MUNICIPAL COUNCIL",294
"2020","Oregon","OTHER BOARD",33
"2020","Oregon","SCHOOL BOARD",46
"2020","Oregon","UNKNOWN",2
"2020","Pennsylvania","BOARD OF COMMISSIONERS",7
"2020","Pennsylvania","COMMITTEE",12
"2020","Pennsylvania","COUNTY BOARD",1
"2020","Pennsylvania","COUNTY COMMISSION",32
"2020","Pennsylvania","COUNTY COUNCIL",2
"2020","Pennsylvania","MUNICIPAL COUNCIL",141
"2020","Pennsylvania","OTHER BOARD",1
"2020","Pennsylvania","SCHOOL BOARD",9
"2020","Rhode Island","COMMITTEE",1
"2020","Rhode Island","MUNICIPAL COUNCIL",18
"2020","Rhode Island","PLANNING/ZONING BOARD/COMMISSION",1
"2020","South Carolina","BOARD OF COMMISSIONERS",2
"2020","South Carolina","COMMITTEE",8
"2020","South Carolina","COUNTY COUNCIL",3
"2020","South Carolina","MUNICIPAL COUNCIL",144
"2020","South Carolina","OTHER BOARD",15
"2020","South Carolina","PLANNING/ZONING BOARD/COMMISSION",4
"2020","South Carolina","SCHOOL BOARD",1
"2020","South Dakota","BOARD OF EDUCATION",2
"2020","South Dakota","BOARD OF HEALTH",1
"2020","South Dakota","COMMITTEE",2
"2020","South Dakota","COUNTY BOARD",34
"2020","South Dakota","MUNICIPAL COUNCIL",601
"2020","South Dakota","OTHER BOARD",3
"2020","South Dakota","PARKS/REC BOARD/COMMISSION",5
"2020","South Dakota","PLANNING/ZONING BOARD/COMMISSION",10
"2020","South Dakota","SCHOOL BOARD",42
"2020","South Dakota","SPECIAL COMMISSION",1
"2020","Tennessee","BOARD OF ALDERMEN",6
"2020","Tennessee","BOARD OF COMMISSIONERS",63
"2020","Tennessee","BOARD OF EDUCATION",34
"2020","Tennessee","BOARD OF HEALTH",16
"2020","Tennessee","BOARD OF TRUSTEES",5
"2020","Tennessee","COMMITTEE",97
"2020","Tennessee","COUNTY BOARD",4
"2020","Tennessee","COUNTY COMMISSION",16
"2020","Tennessee","MUNICIPAL COUNCIL",339
"2020","Tennessee","OTHER BOARD",57
"2020","Tennessee","PARKS/REC BOARD/COMMISSION",3
"2020","Tennessee","PLANNING/ZONING BOARD/COMMISSION",22
"2020","Tennessee","SCHOOL BOARD",17
"2020","Tennessee","UNKNOWN",7
"2020","Texas","BOARD OF ALDERMEN",4
"2020","Texas","BOARD OF COMMISSIONERS",1
"2020","Texas","BOARD OF SELECTMEN",2
"2020","Texas","COMMITTEE",27
"2020","Texas","COUNTY COMMISSION",1
"2020","Texas","HOUSING AUTHORITY",1
"2020","Texas","MUNICIPAL COUNCIL",335
"2020","Texas","OTHER BOARD",53
"2020","Texas","PARKS/REC BOARD/COMMISSION",1
"2020","Texas","PLANNING/ZONING BOARD/COMMISSION",23
"2020","Texas","SCHOOL BOARD",16
"2020","Texas","UNKNOWN",2
"2020","Utah","COMMITTEE",14
"2020","Utah","COUNTY COMMISSION",14
"2020","Utah","MUNICIPAL COUNCIL",305
"2020","Utah","OTHER BOARD",1
"2020","Utah","PLANNING/ZONING BOARD/COMMISSION",11
"2020","Utah","UNKNOWN",1
"2020","Vermont","BOARD OF COMMISSIONERS",2
"2020","Vermont","BOARD OF EDUCATION",1
"2020","Vermont","BOARD OF SELECTMEN",23
"2020","Vermont","BOARD OF TRUSTEES",52
"2020","Vermont","COMMITTEE",3
"2020","Vermont","COUNTY COMMISSION",3
"2020","Vermont","MUNICIPAL COUNCIL",42
"2020","Vermont","PLANNING/ZONING BOARD/COMMISSION",1
"2020","Vermont","SCHOOL BOARD",24
"2020","Vermont","UNKNOWN",2
"2020","Vermont","VILLAGE BOARD",1
"2020","Virginia","BOARD OF HEALTH",1
"2020","Virginia","BOARD OF SUPERVISORS",28
"2020","Virginia","COMMITTEE",3
"2020","Virginia","COUNTY BOARD",46
"2020","Virginia","MUNICIPAL COUNCIL",77
"2020","Virginia","OTHER BOARD",7
"2020","Virginia","PLANNING/ZONING BOARD/COMMISSION",2
"2020","Virginia","SCHOOL BOARD",21
"2020","Virginia","UNKNOWN",1
"2020","Washington","BOARD OF COMMISSIONERS",2
"2020","Washington","BOARD OF HEALTH",6
"2020","Washington","COMMITTEE",10
"2020","Washington","MUNICIPAL COUNCIL",327
"2020","Washington","OTHER BOARD",5
"2020","Washington","PARKS/REC BOARD/COMMISSION",5
"2020","Washington","PLANNING/ZONING BOARD/COMMISSION",7
"2020","Washington","SCHOOL BOARD",2
"2020","Washington","UNKNOWN",1
"2020","West Virginia","COMMITTEE",5
"2020","West Virginia","MUNICIPAL COUNCIL",28
"2020","West Virginia","OTHER BOARD",1
"2020","Wisconsin","BOARD OF COMMISSIONERS",3
"2020","Wisconsin","BOARD OF EDUCATION",15
"2020","Wisconsin","BOARD OF HEALTH",1
"2020","Wisconsin","COMMITTEE",21
"2020","Wisconsin","COUNTY BOARD",16
"2020","Wisconsin","MUNICIPAL COUNCIL",191
"2020","Wisconsin","OTHER BOARD",56
"2020","Wisconsin","PLANNING/ZONING BOARD/COMMISSION",21
"2020","Wisconsin","SCHOOL BOARD",67
"2020","Wisconsin","SPECIAL COMMISSION",6
"2020","Wisconsin","UNKNOWN",2
"2020","Wisconsin","VILLAGE BOARD",30
"2020","Wyoming","MUNICIPAL COUNCIL",39
"2021","Alabama","BOARD OF COMMISSIONERS",3
"2021","Alabama","BOARD OF EDUCATION",1
"2021","Alabama","COMMITTEE",20
"2021","Alabama","COUNTY BOARD",2
"2021","Alabama","HOUSING AUTHORITY",1
"2021","Alabama","MUNICIPAL COUNCIL",411
"2021","Alabama","OTHER BOARD",25
"2021","Alabama","PLANNING/ZONING BOARD/COMMISSION",33
"2021","Alabama","UNKNOWN",1
"2021","Arizona","BOARD OF COMMISSIONERS",4
"2021","Arizona","BOARD OF TRUSTEES",3
"2021","Arizona","MUNICIPAL COUNCIL",164
"2021","Arizona","OTHER BOARD",9
"2021","Arizona","PARKS/REC BOARD/COMMISSION",1
"2021","Arizona","PLANNING/ZONING BOARD/COMMISSION",10
"2021","Arizona","SCHOOL BOARD",10
"2021","Arizona","UNKNOWN",5
"2021","Arkansas","COMMITTEE",30
"2021","Arkansas","MUNICIPAL COUNCIL",39
"2021","Arkansas","OTHER BOARD",9
"2021","Arkansas","PLANNING/ZONING BOARD/COMMISSION",9
"2021","Arkansas","UNKNOWN",4
"2021","California","BOARD OF COMMISSIONERS",10
"2021","California","BOARD OF EDUCATION",1
"2021","California","BOARD OF HEALTH",26
"2021","California","BOARD OF SUPERVISORS",1
"2021","California","CITY COMMISSION",10
"2021","California","COMMITTEE",126
"2021","California","COUNTY BOARD",44
"2021","California","COUNTY COMMISSION",12
"2021","California","MUNICIPAL COUNCIL",1111
"2021","California","OTHER BOARD",14
"2021","California","PARKS/REC BOARD/COMMISSION",20
"2021","California","PLANNING/ZONING BOARD/COMMISSION",49
"2021","California","SCHOOL BOARD",83
"2021","California","SPECIAL COMMISSION",8
"2021","California","UNKNOWN",47
"2021","Colorado","BOARD OF EDUCATION",1
"2021","Colorado","BOARD OF TRUSTEES",31
"2021","Colorado","COUNTY BOARD",1
"2021","Colorado","COUNTY COMMISSION",42
"2021","Colorado","MUNICIPAL COUNCIL",150
"2021","Colorado","PLANNING/ZONING BOARD/COMMISSION",1
"2021","Colorado","UNKNOWN",1
"2021","Connecticut","COMMITTEE",8
"2021","Connecticut","MUNICIPAL COUNCIL",37
"2021","Connecticut","OTHER BOARD",5
"2021","Connecticut","PLANNING/ZONING BOARD/COMMISSION",4
"2021","Connecticut","UNKNOWN",1
"2021","Florida","MUNICIPAL COUNCIL",72
"2021","Florida","PLANNING/ZONING BOARD/COMMISSION",5
"2021","Florida","UNKNOWN",2
"2021","Georgia","BOARD OF COMMISSIONERS",1
"2021","Georgia","BOARD OF EDUCATION",30
"2021","Georgia","COMMITTEE",1
"2021","Georgia","COUNTY BOARD",18
"2021","Georgia","COUNTY COMMISSION",3
"2021","Georgia","MUNICIPAL COUNCIL",70
"2021","Georgia","OTHER BOARD",1
